student_id,school_id,school_name,state,municipality,year,grade_level,age,gender,socio_economic_class,parent_education,family_income_R$,previous_repeat,attendance_rate,avg_score,special_needs,household_size,urban_rural,teacher_student_ratio,infrastructure_score,dropped_out,dropout_date
ST001506,S0152,Escola 152,PA,Santarém,2022,6º Ano EF,11,F,Baixa,Sem escolaridade,765,0,0.659,50.2,0,7,Urbano,0.071,75.2,1,2022-12-10
ST001507,S0114,Escola 114,RJ,Petrópolis,2020,6º Ano EF,11,M,Baixa,Superior,868,0,0.723,36.7,0,4,Urbano,0.064,100.0,1,2020-11-01
ST001508,S0120,Escola 120,AM,Itacoatiara,2018,1º Ano EM,17,M,Média,Superior,7859,0,0.914,55.2,0,6,Urbano,0.058,81.3,1,2018-10-04
ST001509,S0102,Escola 102,SP,Campinas,2023,1º Ano EM,12,F,Média,Fundamental Incompleto,7176,0,1.0,100.0,0,5,Urbano,0.025,63.7,0,
ST001510,S0013,Escola 13,BA,Vitória da Conquista,2022,1º Ano EM,18,F,Baixa,Médio,4835,0,0.76,56.1,0,3,Urbano,0.08,73.6,0,
ST001511,S0141,Escola 141,SP,Campinas,2019,3º Ano EF,9,M,Média,Superior,3676,0,1.0,66.2,0,5,Urbano,0.053,73.4,0,
ST001512,S0038,Escola 38,PR,Londrina,2022,8º Ano EF,14,M,Média,Médio,2831,0,0.848,54.1,0,3,Urbano,0.053,40.6,0,
ST001513,S0087,Escola 87,RJ,Campos,2018,1º Ano EF,6,F,Média,Superior,7752,0,0.877,49.8,0,5,Urbano,0.082,83.7,0,
ST001514,S0043,Escola 43,BA,Feira de Santana,2024,3º Ano EM,15,F,Média,Fundamental Incompleto,9986,0,0.882,41.5,1,3,Urbano,0.021,68.3,0,
ST001515,S0138,Escola 138,RS,Porto Alegre,2023,6º Ano EF,10,M,Média,Pós-graduação,3943,0,0.891,79.3,0,4,Urbano,0.072,65.2,0,
ST001516,S0030,Escola 30,RS,Pelotas,2024,9º Ano EF,14,F,Média,Fundamental Completo,8125,0,1.0,53.3,0,4,Urbano,0.05,65.6,1,2024-10-02
ST001517,S0074,Escola 74,PE,Caruaru,2021,9º Ano EF,13,F,Baixa,Fundamental Incompleto,6237,0,0.563,60.9,0,5,Urbano,0.078,93.5,1,2021-09-29
ST001518,S0011,Escola 11,PR,Maringá,2022,7º Ano EF,13,M,Baixa,Fundamental Incompleto,2722,0,0.695,67.3,0,4,Urbano,0.063,63.0,1,2022-03-18
ST001519,S0093,Escola 93,PA,Marabá,2023,9º Ano EF,13,M,Baixa,Fundamental Completo,1516,0,0.806,64.9,0,5,Urbano,0.076,59.5,0,
ST001520,S0083,Escola 83,CE,Fortaleza,2020,2º Ano EM,16,M,Baixa,Fundamental Incompleto,563,0,0.711,52.4,0,4,Urbano,0.086,92.2,1,2020-09-28
ST001521,S0014,Escola 14,RJ,Petrópolis,2021,4º Ano EF,8,M,Média,Médio,17584,0,0.726,67.3,0,7,Urbano,0.064,41.3,0,
ST001522,S0200,Escola 200,PA,Belém,2023,9º Ano EF,14,M,Baixa,Fundamental Completo,901,0,0.748,82.8,0,4,Rural,0.043,52.9,0,
ST001523,S0032,Escola 32,RS,Caxias do Sul,2022,9º Ano EF,12,F,Baixa,Superior,575,1,0.684,36.4,0,4,Urbano,0.027,97.8,1,2022-06-08
ST001524,S0133,Escola 133,AM,Manaus,2019,7º Ano EF,12,F,Baixa,Médio,1063,0,0.664,58.9,0,5,Urbano,0.061,54.1,0,
ST001525,S0103,Escola 103,PE,Caruaru,2022,2º Ano EM,13,M,Baixa,Médio,2925,0,0.845,54.3,0,4,Urbano,0.029,64.9,0,
ST001526,S0063,Escola 63,AM,Itacoatiara,2021,3º Ano EM,14,M,Média,Superior,2772,0,0.963,72.3,0,7,Urbano,0.08,53.4,0,
ST001527,S0119,Escola 119,PR,Maringá,2024,1º Ano EF,6,F,Baixa,Sem escolaridade,1374,0,0.791,51.9,0,5,Urbano,0.082,87.1,1,2024-02-22
ST001528,S0048,Escola 48,AM,Itacoatiara,2021,4º Ano EF,12,F,Baixa,Médio,1292,0,0.632,63.6,0,6,Urbano,0.053,85.9,1,2021-03-16
ST001529,S0121,Escola 121,MG,Ouro Preto,2021,5º Ano EF,9,M,Baixa,Fundamental Completo,619,0,0.668,53.3,0,4,Rural,0.073,81.9,1,2021-05-27
ST001530,S0188,Escola 188,MG,Juiz de Fora,2018,6º Ano EF,10,M,Média,Médio,3603,0,1.0,89.7,0,5,Urbano,0.078,68.9,0,
ST001531,S0157,Escola 157,PE,Olinda,2024,3º Ano EM,17,M,Média,Fundamental Incompleto,2729,0,0.972,95.2,0,6,Urbano,0.045,98.0,0,
ST001532,S0056,Escola 56,SP,São Paulo,2019,6º Ano EF,11,M,Média,Médio,3713,1,0.712,69.6,0,5,Rural,0.079,84.0,1,2019-03-25
ST001533,S0024,Escola 24,AM,Itacoatiara,2018,3º Ano EM,18,F,Média,Médio,5759,0,1.0,69.8,0,4,Urbano,0.09,48.6,0,
ST001534,S0152,Escola 152,PA,Santarém,2018,2º Ano EM,15,F,Média,Fundamental Incompleto,3586,0,1.0,56.0,1,2,Urbano,0.071,75.2,0,
ST001535,S0009,Escola 9,AM,Parintins,2023,2º Ano EF,7,F,Alta,Médio,2885,0,0.895,59.6,0,4,Urbano,0.071,63.0,0,
ST001536,S0119,Escola 119,PR,Maringá,2022,7º Ano EF,12,F,Média,Médio,11870,0,0.946,61.2,0,3,Urbano,0.082,87.1,0,
ST001537,S0008,Escola 8,RJ,Petrópolis,2022,2º Ano EF,6,M,Baixa,Médio,954,0,0.569,57.5,0,2,Urbano,0.079,81.5,1,2022-07-21
ST001538,S0121,Escola 121,MG,Ouro Preto,2023,3º Ano EM,16,F,Média,Superior,4757,0,0.877,77.6,1,6,Rural,0.073,81.9,1,2023-12-15
ST001539,S0175,Escola 175,RJ,Petrópolis,2019,7º Ano EF,14,M,Média,Fundamental Incompleto,7335,0,0.918,90.5,0,3,Urbano,0.06,74.2,0,
ST001540,S0135,Escola 135,PA,Santarém,2023,1º Ano EM,16,M,Média,Fundamental Completo,9270,0,0.946,66.5,0,5,Urbano,0.047,56.2,1,2023-08-28
ST001541,S0050,Escola 50,PE,Petrolina,2019,3º Ano EM,17,M,Baixa,Médio,2445,0,0.661,67.1,0,4,Urbano,0.08,43.6,1,2019-03-12
ST001542,S0024,Escola 24,AM,Itacoatiara,2020,1º Ano EF,6,F,Alta,Fundamental Completo,5398,0,0.873,99.5,0,5,Rural,0.09,48.6,0,
ST001543,S0162,Escola 162,RS,Caxias do Sul,2018,6º Ano EF,12,M,Alta,Fundamental Completo,9441,1,0.861,60.4,0,4,Urbano,0.037,81.8,0,
ST001544,S0192,Escola 192,AM,Parintins,2019,7º Ano EF,10,F,Baixa,Fundamental Incompleto,2672,0,0.633,72.4,1,4,Urbano,0.036,82.8,1,2019-08-19
ST001545,S0102,Escola 102,SP,Campinas,2022,2º Ano EF,6,F,Média,Fundamental Completo,4773,0,0.936,14.7,0,6,Urbano,0.025,63.7,0,
ST001546,S0045,Escola 45,SP,Campinas,2024,4º Ano EF,8,M,Baixa,Fundamental Incompleto,1246,0,0.797,68.0,0,4,Urbano,0.022,47.8,0,
ST001547,S0161,Escola 161,PA,Castanhal,2024,8º Ano EF,10,M,Média,Superior,6225,0,0.864,62.4,1,5,Urbano,0.021,55.4,0,
ST001548,S0011,Escola 11,PR,Maringá,2018,4º Ano EF,9,M,Média,Superior,1952,1,0.915,61.4,0,4,Urbano,0.063,63.0,1,2018-11-09
ST001549,S0189,Escola 189,RS,Santa Maria,2022,3º Ano EF,9,M,Baixa,Médio,2967,0,0.608,63.9,0,3,Urbano,0.068,57.3,1,2022-02-10
ST001550,S0156,Escola 156,PA,Castanhal,2024,1º Ano EF,7,F,Alta,Médio,4530,0,0.904,100.0,0,4,Rural,0.055,59.3,0,
ST001551,S0183,Escola 183,CE,Quixadá,2021,5º Ano EF,8,F,Baixa,Superior,1778,0,0.82,30.6,0,4,Urbano,0.053,53.9,0,
ST001552,S0147,Escola 147,AM,Manacapuru,2024,7º Ano EF,12,F,Média,Superior,3099,0,0.927,39.0,0,5,Urbano,0.074,51.4,1,2024-09-21
ST001553,S0023,Escola 23,PR,Maringá,2022,5º Ano EF,11,M,Média,Médio,3528,0,0.789,100.0,0,3,Urbano,0.05,71.0,0,
ST001554,S0076,Escola 76,RJ,Niterói,2018,9º Ano EF,12,F,Média,Superior,1985,1,0.726,42.3,1,6,Urbano,0.082,82.3,1,2018-05-26
ST001555,S0076,Escola 76,RJ,Niterói,2024,3º Ano EF,10,F,Baixa,Médio,613,1,0.723,35.4,0,4,Urbano,0.082,82.3,1,2024-11-12
ST001556,S0122,Escola 122,RS,Santa Maria,2019,7º Ano EF,13,F,Média,Fundamental Completo,7166,1,0.919,46.1,0,3,Urbano,0.039,56.4,0,
ST001557,S0144,Escola 144,RJ,Niterói,2023,4º Ano EF,7,F,Baixa,Médio,1652,0,0.72,57.4,0,3,Rural,0.028,72.8,1,2023-04-12
ST001558,S0169,Escola 169,RS,Caxias do Sul,2022,1º Ano EF,6,F,Alta,Superior,9326,1,0.84,77.4,1,6,Urbano,0.041,66.3,0,
ST001559,S0037,Escola 37,RJ,Rio de Janeiro,2023,1º Ano EM,14,F,Baixa,Médio,255,0,0.671,44.9,0,4,Urbano,0.077,73.1,1,2023-04-17
ST001560,S0112,Escola 112,BA,Vitória da Conquista,2023,5º Ano EF,11,M,Média,Médio,7750,0,1.0,65.3,0,6,Urbano,0.034,69.6,0,
ST001561,S0144,Escola 144,RJ,Niterói,2021,7º Ano EF,11,M,Média,Superior,6808,0,0.904,67.1,0,4,Urbano,0.028,72.8,0,
ST001562,S0193,Escola 193,AM,Manaus,2018,5º Ano EF,9,F,Média,Fundamental Completo,13249,0,0.969,82.1,0,5,Rural,0.067,73.2,0,
ST001563,S0070,Escola 70,RS,Santa Maria,2023,1º Ano EF,7,F,Média,Fundamental Incompleto,2110,0,0.951,82.8,0,5,Urbano,0.073,60.3,1,2023-12-05
ST001564,S0101,Escola 101,CE,Juazeiro do Norte,2021,2º Ano EF,8,O,Baixa,Pós-graduação,3265,0,0.706,66.2,0,3,Urbano,0.07,48.8,1,2021-12-11
ST001565,S0086,Escola 86,SP,Santos,2024,1º Ano EF,8,M,Baixa,Médio,2146,0,0.669,44.8,0,4,Urbano,0.037,62.5,1,2024-07-14
ST001566,S0014,Escola 14,RJ,Petrópolis,2021,7º Ano EF,13,F,Alta,Médio,8780,1,0.91,49.6,0,4,Urbano,0.064,41.3,0,
ST001567,S0013,Escola 13,BA,Vitória da Conquista,2023,6º Ano EF,9,M,Baixa,Fundamental Incompleto,4479,0,0.699,39.5,0,4,Urbano,0.08,73.6,1,2023-09-18
ST001568,S0036,Escola 36,RS,Caxias do Sul,2023,7º Ano EF,15,F,Baixa,Fundamental Incompleto,641,0,0.612,77.9,0,5,Urbano,0.081,51.7,1,2023-10-10
ST001569,S0186,Escola 186,AM,Manacapuru,2023,8º Ano EF,13,F,Alta,Sem escolaridade,8954,0,1.0,81.7,0,3,Urbano,0.058,80.7,0,
ST001570,S0006,Escola 6,SP,Campinas,2021,9º Ano EF,14,F,Baixa,Pós-graduação,908,0,0.696,58.2,0,3,Urbano,0.044,66.5,1,2021-07-11
ST001571,S0092,Escola 92,CE,Fortaleza,2023,3º Ano EF,12,M,Alta,Fundamental Completo,11069,0,0.935,87.2,0,4,Urbano,0.036,84.5,0,
ST001572,S0043,Escola 43,BA,Feira de Santana,2023,2º Ano EF,6,M,Baixa,Fundamental Completo,1865,0,0.765,86.3,0,5,Rural,0.021,68.3,0,
ST001573,S0082,Escola 82,RS,Caxias do Sul,2019,8º Ano EF,14,F,Média,Fundamental Completo,11329,0,0.922,74.8,0,3,Urbano,0.059,75.4,0,
ST001574,S0076,Escola 76,RJ,Niterói,2020,5º Ano EF,9,F,Média,Fundamental Incompleto,7499,0,0.976,94.5,0,6,Urbano,0.082,82.3,0,
ST001575,S0012,Escola 12,PE,Olinda,2024,2º Ano EF,6,M,Baixa,Fundamental Incompleto,1013,0,0.812,68.7,0,5,Urbano,0.023,63.0,0,
ST001576,S0137,Escola 137,CE,Sobral,2018,3º Ano EF,7,F,Média,Médio,2095,0,0.911,91.9,0,3,Rural,0.078,58.3,0,
ST001577,S0164,Escola 164,CE,Sobral,2018,8º Ano EF,14,F,Média,Superior,9896,0,0.982,66.9,0,4,Rural,0.052,57.7,0,
ST001578,S0044,Escola 44,PR,Londrina,2022,9º Ano EF,15,M,Média,Superior,2844,0,0.944,74.5,0,5,Rural,0.021,65.5,0,
ST001579,S0060,Escola 60,RS,Santa Maria,2024,9º Ano EF,15,M,Baixa,Médio,1198,0,0.704,43.9,1,4,Urbano,0.071,84.6,1,2024-11-20
ST001580,S0193,Escola 193,AM,Manaus,2021,3º Ano EM,19,M,Média,Médio,1714,0,1.0,70.9,0,5,Rural,0.067,73.2,0,
ST001581,S0117,Escola 117,PR,Foz do Iguaçu,2021,3º Ano EM,17,M,Alta,Médio,5527,1,0.866,84.9,0,5,Rural,0.037,69.5,1,2021-02-08
ST001582,S0094,Escola 94,BA,Feira de Santana,2024,1º Ano EF,6,M,Baixa,Médio,3338,0,0.734,55.1,0,4,Urbano,0.034,65.1,0,
ST001583,S0023,Escola 23,PR,Maringá,2021,2º Ano EM,13,F,Baixa,Superior,1823,0,0.73,30.5,0,3,Urbano,0.05,71.0,1,2021-11-19
ST001584,S0039,Escola 39,PR,Londrina,2023,2º Ano EF,7,F,Média,Fundamental Incompleto,2221,1,0.969,47.7,0,4,Rural,0.081,50.1,1,2023-12-02
ST001585,S0011,Escola 11,PR,Maringá,2022,1º Ano EM,17,F,Média,Fundamental Completo,1551,0,0.96,67.3,0,5,Rural,0.063,63.0,1,2022-04-23
ST001586,S0033,Escola 33,RS,Caxias do Sul,2018,6º Ano EF,12,F,Alta,Médio,9816,0,0.883,85.5,0,4,Urbano,0.073,69.8,0,
ST001587,S0184,Escola 184,SP,Campinas,2023,5º Ano EF,9,F,Baixa,Fundamental Incompleto,2542,1,0.712,60.8,0,5,Urbano,0.04,77.2,1,2023-12-20
ST001588,S0017,Escola 17,BA,Feira de Santana,2023,2º Ano EF,7,M,Média,Médio,3559,0,0.985,77.6,0,6,Urbano,0.039,54.8,1,2023-09-14
ST001589,S0024,Escola 24,AM,Itacoatiara,2020,3º Ano EF,7,M,Média,Médio,4305,0,0.933,52.8,0,7,Urbano,0.09,48.6,0,
ST001590,S0158,Escola 158,RS,Pelotas,2021,5º Ano EF,11,M,Baixa,Médio,1799,0,0.65,90.9,0,4,Urbano,0.062,77.1,0,
ST001591,S0127,Escola 127,CE,Quixadá,2021,9º Ano EF,13,M,Média,Superior,3956,0,0.916,63.3,0,3,Rural,0.061,55.1,0,
ST001592,S0082,Escola 82,RS,Caxias do Sul,2022,1º Ano EM,15,M,Alta,Fundamental Incompleto,14642,0,0.965,100.0,0,4,Urbano,0.059,75.4,0,
ST001593,S0048,Escola 48,AM,Itacoatiara,2023,2º Ano EM,14,F,Baixa,Médio,1815,1,0.81,43.4,0,6,Urbano,0.053,85.9,0,
ST001594,S0100,Escola 100,PE,Petrolina,2021,3º Ano EM,14,F,Média,Médio,8785,0,0.863,52.3,0,4,Urbano,0.056,66.5,0,
ST001595,S0200,Escola 200,PA,Belém,2023,6º Ano EF,6,F,Baixa,Fundamental Completo,3062,0,0.864,60.2,0,4,Urbano,0.043,52.9,0,
ST001596,S0157,Escola 157,PE,Olinda,2020,3º Ano EF,6,F,Média,Fundamental Incompleto,3616,0,1.0,58.1,0,4,Urbano,0.045,98.0,0,
ST001597,S0057,Escola 57,MG,Ouro Preto,2024,4º Ano EF,6,F,Alta,Médio,12520,0,1.0,100.0,0,4,Urbano,0.035,57.4,0,
ST001598,S0084,Escola 84,MG,Belo Horizonte,2019,9º Ano EF,13,F,Média,Pós-graduação,29490,0,1.0,77.8,0,4,Rural,0.061,62.2,1,2019-04-29
ST001599,S0104,Escola 104,RS,Pelotas,2022,4º Ano EF,7,F,Baixa,Médio,2806,0,0.628,54.4,0,3,Rural,0.043,58.0,1,2022-10-17
ST001600,S0028,Escola 28,PA,Marabá,2022,3º Ano EM,14,M,Baixa,Pós-graduação,4820,0,0.607,71.3,0,4,Rural,0.08,75.6,0,
ST001601,S0084,Escola 84,MG,Belo Horizonte,2018,1º Ano EM,15,M,Média,Médio,9283,0,0.836,54.8,0,3,Urbano,0.061,62.2,1,2018-04-03
ST001602,S0173,Escola 173,PA,Castanhal,2022,1º Ano EM,14,M,Média,Superior,10859,0,0.897,39.9,0,3,Rural,0.033,68.8,0,
ST001603,S0086,Escola 86,SP,Santos,2022,4º Ano EF,6,M,Baixa,Superior,1650,0,0.616,41.1,0,4,Urbano,0.037,62.5,1,2022-07-18
ST001604,S0084,Escola 84,MG,Belo Horizonte,2019,2º Ano EF,6,M,Baixa,Médio,9355,0,0.808,68.3,0,5,Rural,0.061,62.2,0,
ST001605,S0025,Escola 25,MG,Ouro Preto,2019,7º Ano EF,12,M,Baixa,Fundamental Incompleto,3099,0,0.705,66.1,1,3,Rural,0.023,61.8,1,2019-03-28
ST001606,S0073,Escola 73,MG,Juiz de Fora,2024,2º Ano EF,6,M,Baixa,Médio,1912,0,0.668,49.7,0,3,Urbano,0.082,69.5,1,2024-09-30
ST001607,S0144,Escola 144,RJ,Niterói,2018,1º Ano EM,13,F,Baixa,Médio,2924,0,0.812,75.6,0,5,Urbano,0.028,72.8,1,2018-07-29
ST001608,S0103,Escola 103,PE,Caruaru,2019,3º Ano EF,8,F,Média,Superior,7673,0,0.973,65.5,0,7,Rural,0.029,64.9,0,
ST001609,S0150,Escola 150,RJ,Campos,2022,7º Ano EF,10,F,Baixa,Médio,2405,0,0.742,35.7,0,4,Urbano,0.049,74.5,0,
ST001610,S0087,Escola 87,RJ,Campos,2023,2º Ano EM,13,M,Média,Superior,7022,0,0.984,68.7,0,6,Urbano,0.082,83.7,0,
ST001611,S0158,Escola 158,RS,Pelotas,2020,3º Ano EF,6,F,Baixa,Médio,9426,0,0.825,53.7,0,5,Rural,0.062,77.1,0,
ST001612,S0007,Escola 7,MG,Uberlândia,2019,1º Ano EF,6,F,Baixa,Superior,1323,0,0.726,50.6,0,4,Urbano,0.044,93.7,1,2019-06-02
ST001613,S0034,Escola 34,PR,Curitiba,2023,2º Ano EF,7,F,Alta,Fundamental Incompleto,4606,0,0.998,90.1,0,2,Urbano,0.054,54.1,0,
ST001614,S0163,Escola 163,AM,Parintins,2021,9º Ano EF,14,F,Média,Fundamental Completo,9822,0,0.86,60.2,0,4,Urbano,0.057,87.4,0,
ST001615,S0159,Escola 159,RS,Porto Alegre,2023,8º Ano EF,15,M,Alta,Médio,28557,1,0.867,100.0,0,6,Urbano,0.033,52.1,1,2023-06-30
ST001616,S0165,Escola 165,RS,Pelotas,2021,3º Ano EF,10,F,Baixa,Superior,3530,1,0.774,40.8,0,6,Urbano,0.07,84.5,1,2021-03-08
ST001617,S0135,Escola 135,PA,Santarém,2019,3º Ano EF,6,F,Média,Fundamental Incompleto,3729,0,0.992,64.3,0,3,Urbano,0.047,56.2,0,
ST001618,S0166,Escola 166,PE,Recife,2018,2º Ano EM,18,M,Baixa,Fundamental Completo,768,0,0.654,70.1,0,3,Urbano,0.087,76.2,1,2018-04-23
ST001619,S0053,Escola 53,MG,Ouro Preto,2023,9º Ano EF,14,M,Baixa,Fundamental Incompleto,2677,0,0.651,68.8,0,3,Urbano,0.052,59.8,1,2023-05-04
ST001620,S0090,Escola 90,PE,Petrolina,2021,8º Ano EF,9,M,Média,Fundamental Completo,5322,0,0.883,59.0,0,4,Rural,0.08,77.7,1,2021-02-17
ST001621,S0084,Escola 84,MG,Belo Horizonte,2019,1º Ano EM,14,M,Média,Superior,15269,0,0.937,57.4,0,5,Urbano,0.061,62.2,1,2019-03-25
ST001622,S0101,Escola 101,CE,Juazeiro do Norte,2018,9º Ano EF,14,F,Média,Pós-graduação,4119,0,0.895,72.8,0,4,Urbano,0.07,48.8,0,
ST001623,S0114,Escola 114,RJ,Petrópolis,2024,3º Ano EM,19,F,Alta,Médio,7986,1,0.985,81.6,1,6,Urbano,0.064,100.0,0,
ST001624,S0045,Escola 45,SP,Campinas,2019,1º Ano EM,16,F,Alta,Fundamental Completo,3674,0,0.881,77.3,0,3,Urbano,0.022,47.8,1,2019-07-18
ST001625,S0169,Escola 169,RS,Caxias do Sul,2024,1º Ano EM,15,M,Baixa,Médio,1338,0,0.836,89.2,0,4,Urbano,0.041,66.3,1,2024-06-05
ST001626,S0148,Escola 148,AM,Manaus,2024,9º Ano EF,15,M,Média,Fundamental Completo,4747,0,1.0,49.8,0,4,Urbano,0.06,50.2,0,
ST001627,S0127,Escola 127,CE,Quixadá,2019,3º Ano EF,8,F,Baixa,Pós-graduação,5425,0,0.698,73.5,0,4,Rural,0.061,55.1,0,
ST001628,S0199,Escola 199,RS,Santa Maria,2021,1º Ano EM,13,F,Baixa,Superior,1251,0,0.619,51.4,0,4,Urbano,0.059,70.9,1,2021-11-20
ST001629,S0045,Escola 45,SP,Campinas,2021,2º Ano EF,10,M,Baixa,Médio,3971,0,0.553,49.5,0,6,Urbano,0.022,47.8,0,
ST001630,S0055,Escola 55,RJ,Rio de Janeiro,2021,3º Ano EM,16,F,Baixa,Médio,1206,0,0.718,25.6,0,3,Urbano,0.058,85.5,1,2021-03-23
ST001631,S0035,Escola 35,RJ,Campos,2024,6º Ano EF,8,M,Média,Superior,5095,0,0.806,71.2,0,6,Urbano,0.078,82.3,1,2024-11-10
ST001632,S0126,Escola 126,PR,Foz do Iguaçu,2022,2º Ano EM,19,F,Média,Médio,2535,0,0.984,87.4,0,3,Urbano,0.034,100.0,0,
ST001633,S0181,Escola 181,BA,Feira de Santana,2020,2º Ano EM,13,F,Baixa,Médio,951,0,0.714,91.8,0,5,Urbano,0.026,79.4,0,
ST001634,S0197,Escola 197,RJ,Petrópolis,2018,4º Ano EF,8,M,Alta,Fundamental Completo,8448,0,0.944,63.7,0,4,Urbano,0.043,56.7,0,
ST001635,S0083,Escola 83,CE,Fortaleza,2018,8º Ano EF,14,M,Média,Fundamental Incompleto,7891,0,0.876,59.4,0,6,Rural,0.086,92.2,0,
ST001636,S0006,Escola 6,SP,Campinas,2024,3º Ano EF,7,F,Baixa,Superior,1290,1,0.606,40.9,0,5,Urbano,0.044,66.5,1,2024-05-12
ST001637,S0123,Escola 123,RJ,Campos,2020,2º Ano EM,15,F,Média,Fundamental Incompleto,6502,0,0.926,65.7,0,4,Rural,0.044,91.0,0,
ST001638,S0022,Escola 22,PA,Santarém,2019,2º Ano EM,14,F,Baixa,Pós-graduação,1796,0,0.781,60.2,0,3,Urbano,0.037,66.6,0,
ST001639,S0054,Escola 54,RJ,Petrópolis,2019,2º Ano EF,6,F,Alta,Pós-graduação,14727,0,0.858,79.4,0,3,Urbano,0.08,79.2,0,
ST001640,S0198,Escola 198,RJ,Niterói,2023,2º Ano EM,19,M,Baixa,Fundamental Completo,2806,0,0.678,66.5,0,3,Urbano,0.069,72.3,1,2023-09-17
ST001641,S0035,Escola 35,RJ,Campos,2023,6º Ano EF,7,F,Alta,Superior,8888,1,0.864,85.0,0,4,Urbano,0.078,82.3,0,
ST001642,S0010,Escola 10,PR,Curitiba,2020,1º Ano EM,17,M,Baixa,Fundamental Completo,2850,0,0.788,50.6,0,5,Urbano,0.046,78.1,0,
ST001643,S0078,Escola 78,PE,Olinda,2024,9º Ano EF,11,M,Média,Fundamental Completo,5659,0,0.781,66.0,0,5,Urbano,0.08,65.5,0,
ST001644,S0161,Escola 161,PA,Castanhal,2022,3º Ano EF,9,F,Alta,Médio,7417,0,0.922,75.4,0,4,Urbano,0.021,55.4,0,
ST001645,S0005,Escola 5,PR,Foz do Iguaçu,2024,1º Ano EM,17,M,Média,Sem escolaridade,9873,0,0.95,72.5,0,5,Rural,0.061,66.5,0,
ST001646,S0189,Escola 189,RS,Santa Maria,2023,1º Ano EF,6,F,Baixa,Médio,1555,0,0.607,45.0,0,5,Urbano,0.068,57.3,1,2023-02-09
ST001647,S0199,Escola 199,RS,Santa Maria,2018,4º Ano EF,6,F,Baixa,Fundamental Completo,673,0,0.717,70.3,0,4,Urbano,0.059,70.9,0,
ST001648,S0079,Escola 79,PR,Foz do Iguaçu,2024,3º Ano EF,7,M,Baixa,Pós-graduação,4178,1,0.535,25.8,0,2,Rural,0.084,71.4,1,2024-02-28
ST001649,S0109,Escola 109,BA,Ilhéus,2018,6º Ano EF,9,F,Média,Médio,4466,0,0.849,75.1,0,4,Urbano,0.087,73.9,0,
ST001650,S0185,Escola 185,PA,Belém,2018,7º Ano EF,11,M,Média,Fundamental Completo,16563,0,0.89,68.0,0,4,Rural,0.085,66.6,0,
ST001651,S0028,Escola 28,PA,Marabá,2020,6º Ano EF,12,M,Alta,Superior,4592,0,0.907,82.2,0,3,Urbano,0.08,75.6,0,
ST001652,S0074,Escola 74,PE,Caruaru,2018,4º Ano EF,9,M,Baixa,Fundamental Completo,1942,1,0.543,87.5,1,4,Urbano,0.078,93.5,1,2018-09-20
ST001653,S0095,Escola 95,PE,Caruaru,2021,5º Ano EF,8,F,Baixa,Médio,3173,0,0.607,63.2,0,4,Rural,0.088,64.1,0,
ST001654,S0064,Escola 64,MG,Belo Horizonte,2020,8º Ano EF,12,F,Baixa,Superior,908,0,0.716,34.3,0,2,Urbano,0.026,52.1,0,
ST001655,S0031,Escola 31,PA,Belém,2024,9º Ano EF,15,M,Baixa,Superior,5996,0,0.738,49.6,0,3,Urbano,0.081,61.0,1,2024-06-21
ST001656,S0196,Escola 196,AM,Itacoatiara,2018,8º Ano EF,11,M,Média,Médio,7890,0,0.793,54.9,0,5,Urbano,0.054,75.8,0,
ST001657,S0038,Escola 38,PR,Londrina,2022,1º Ano EF,6,F,Baixa,Fundamental Completo,1186,0,0.751,46.6,0,4,Urbano,0.053,40.6,0,
ST001658,S0027,Escola 27,CE,Fortaleza,2019,1º Ano EF,6,M,Baixa,Fundamental Incompleto,413,0,0.723,69.8,0,4,Urbano,0.062,52.7,1,2019-06-22
ST001659,S0126,Escola 126,PR,Foz do Iguaçu,2020,4º Ano EF,12,F,Baixa,Médio,3407,0,0.667,56.3,0,3,Urbano,0.034,100.0,0,
ST001660,S0136,Escola 136,BA,Ilhéus,2023,6º Ano EF,9,M,Média,Médio,4233,0,0.981,74.6,0,4,Urbano,0.073,93.2,0,
ST001661,S0172,Escola 172,PA,Belém,2024,4º Ano EF,8,F,Baixa,Superior,4327,1,0.782,70.9,0,5,Rural,0.06,57.8,1,2024-09-11
ST001662,S0039,Escola 39,PR,Londrina,2018,6º Ano EF,11,F,Média,Superior,8540,0,0.927,69.9,0,2,Rural,0.081,50.1,0,
ST001663,S0104,Escola 104,RS,Pelotas,2021,7º Ano EF,12,M,Alta,Médio,3656,0,0.959,87.5,0,3,Urbano,0.043,58.0,0,
ST001664,S0125,Escola 125,MG,Uberlândia,2023,8º Ano EF,11,M,Baixa,Fundamental Incompleto,3693,0,0.698,54.1,0,4,Rural,0.049,78.8,0,
ST001665,S0018,Escola 18,PR,Londrina,2024,3º Ano EM,17,F,Média,Médio,8946,0,0.965,100.0,0,4,Urbano,0.079,74.7,1,2024-03-05
ST001666,S0082,Escola 82,RS,Caxias do Sul,2024,3º Ano EF,8,M,Média,Médio,13516,0,0.923,100.0,0,5,Rural,0.059,75.4,0,
ST001667,S0102,Escola 102,SP,Campinas,2024,1º Ano EM,14,F,Média,Fundamental Completo,3038,0,0.892,63.3,0,4,Urbano,0.025,63.7,0,
